Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
"Northern New England",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2521258.06,2636025.91,0.045520073,2858026.09,3395135.14,0.187930072,1.133571424,1.287974874,0.136209723
Orlando,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2488685.42,2569356.17,0.032415005,2469094.54,2792523.33,0.130990849,0.992128021,1.086857230,0.095480832
Philadelphia,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2632646.14,2604653.67,-0.010632827,3133160.24,3471743.09,0.108064326,1.190118259,1.332900082,0.119972803
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",5859479.32,5765571.68,-0.016026619,4356463.99,5037167.19,0.156251309,0.743489951,0.873663094,0.175083931
Pittsburgh,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",641375.04,674184.33,0.051154610,700604.70,833473.98,0.189649427,1.092347934,1.236270176,0.131754944
Portland,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",3273662.21,3316729.06,0.013155557,3570643.00,4291581.46,0.201907180,1.090718214,1.293919817,0.186300733
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",1874705.50,1955261.61,0.042970008,1865967.21,2211056.12,0.184938357,0.995338847,1.130823675,0.136119302
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",1491889.00,1679881.56,0.126009750,1375517.25,1627114.44,0.182910967,0.921997045,0.968588786,0.050533503
Roanoke,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",927430.29,981705.98,0.058522663,857348.80,958735.86,0.118256490,0.924434763,0.976601833,0.056431317
Sacramento,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2154768.13,2130318.07,-0.011346956,2625032.11,3110731.61,0.185026118,1.218243426,1.460219323,0.198626885
"San Diego",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2540815.06,2520559.71,-0.007971989,2655707.73,3263251.72,0.228769146,1.045218824,1.294653607,0.238643600
"San Francisco",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",4048784.85,4237038.92,0.046496437,5255776.40,6536787.99,0.243734035,1.298112050,1.542772704,0.188474218
Seattle,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2780226.45,2890314.86,0.039596922,3636308.33,4834601.61,0.329535664,1.307918040,1.672690293,0.278895345
"South Carolina",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2187411.72,2366781.04,0.082000713,2232592.79,2607999.85,0.168148469,1.020655037,1.101918515,0.079618946
Spokane,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",463473.88,475613.54,0.026192760,550379.84,665785.08,0.209682898,1.187509941,1.399844672,0.178806698
"St. Louis",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",912826.22,996361.54,0.091512840,1003150.39,1231560.84,0.227693128,1.098950017,1.236058188,0.124762882
Syracuse,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",417632.83,431305.74,0.032739069,466722.20,533398.49,0.142860764,1.117541933,1.236706217,0.106630705
Tampa,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2721005.85,2773290.79,0.019215299,2689651.34,2987260.47,0.110649706,0.988476868,1.077153712,0.089710592
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",4073778.07,4246038.43,0.042285161,3358389.54,4124163.71,0.228018269,0.824391875,0.971296840,0.178197978
California,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",30114271.94,29776385.49,-0.011220143,33416403.48,40213746.97,0.203413377,1.109653375,1.350524797,0.217069067
"Great Lakes",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",19713485.35,20576357.66,0.043770662,21365533.71,24381096.90,0.141141487,1.083802957,1.184908296,0.093287566
Midsouth,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",17816190.37,20671786.26,0.160280948,19863932.36,24109639.57,0.213739512,1.114937141,1.166306543,0.046073810
Northeast,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",23693883.08,26410501.67,0.114654849,30440544.62,37606872.48,0.235420488,1.284742755,1.423936317,0.108343528
Plains,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",10169771.66,10395366.30,0.022182862,10541508.56,12268060.55,0.163786044,1.036553122,1.180147019,0.138530187
"South Central",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",32057920.86,35737192.46,0.114769502,28123295.28,32755625.78,0.164715068,0.877265104,0.916569644,0.044803492
Southeast,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",23029323.60,25959755.07,0.127247831,25482757.44,30460672.76,0.195344453,1.106535211,1.173380592,0.060409628
"Total U.S.",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",189287407.30,203200031.20,0.073499997,203068351.50,241378120.00,0.188654550,1.072804337,1.187884266,0.107270194
West,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",32692560.18,33672685.87,0.029980084,33834376.13,39582404.91,0.169887240,1.034925865,1.175504831,0.135834817
Albany,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",512028.80,607100.69,0.185676841,618572.37,743272.47,0.201593388,1.208081206,1.224298510,0.013424018
Atlanta,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",3100760.27,3878561.05,0.250841959,3222540.30,4250699.77,0.319052479,1.039274249,1.095947625,0.054531685
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",4159809.89,5232972.68,0.257983614,5395372.84,7029104.43,0.302802353,1.297023898,1.343233542,0.035627442
Boise,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",471606.63,537567.59,0.139864361,620480.31,737221.31,0.188146180,1.315673425,1.371402078,0.042357512
Boston,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",3282948.19,3708061.01,0.129491175,4208318.87,5599659.57,0.330616748,1.281871850,1.510131455,0.178067414
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",834742.32,964330.29,0.155243081,1049481.82,1156158.19,0.101646706,1.257252442,1.198923441,-0.046394024
Charlotte,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1373661.50,1608287.03,0.170803018,1565688.95,2055781.73,0.313020527,1.139792409,1.278243057,0.121470057
Chicago,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",3451596.98,3767303.05,0.091466667,4863370.35,6019624.68,0.237747539,1.409020340,1.597860485,0.134022299
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1537908.82,1617664.32,0.051859706,1378818.10,1634290.96,0.185283947,0.896553867,1.010278177,0.126846042
Columbus,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1190581.51,1208717.08,0.015232531,1084673.68,1258639.85,0.160385721,0.911045292,1.041302279,0.142975314
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",7043787.04,7428407.82,0.054604260,5672744.08,6658093.90,0.173698973,0.805354286,0.896301612,0.112928344
Denver,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",4309895.02,4562943.00,0.058713258,4442437.63,5345368.85,0.203251299,1.030753095,1.171473948,0.136522368
Detroit,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2596213.26,2434325.27,-0.062355428,2548431.45,2712332.22,0.064314373,0.981595576,1.114202877,0.135093622
"Grand Rapids",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",886890.89,880656.07,-0.007029974,1173387.22,1244031.36,0.060205309,1.323034472,1.412618844,0.067711292
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1455598.03,1668187.28,0.146049421,1751346.55,1946982.70,0.111706133,1.203180077,1.167124773,-0.029966673
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1622263.37,1720564.98,0.060595346,2126195.39,2632866.45,0.238299388,1.310635147,1.530233662,0.167551218
Houston,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",6568464.59,7311380.06,0.113103368,5307030.11,6313913.49,0.189726336,0.807955959,0.863573421,0.068837244
Indianapolis,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1155757.18,1252890.68,0.084043172,1082628.24,1277899.28,0.180367584,0.936726381,1.019960720,0.088856619
Jacksonville,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1020557.88,1072746.31,0.051137158,1186039.44,1370506.52,0.155531995,1.162148138,1.277568151,0.099316094
"Las Vegas",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1852309.33,1726926.73,-0.067689882,1714116.42,1844294.41,0.075944661,0.925394259,1.067963323,0.154063053
"Los Angeles",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",14456383.36,13807006.92,-0.044919703,14981552.71,18154167.83,0.211768111,1.036327852,1.314851795,0.268760453
Louisville,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",607071.87,643439.92,0.059907322,627702.51,624901.33,-0.004462592,1.033983851,0.971188312,-0.060731644
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",4218587.14,4629768.03,0.097468863,4881511.10,5954456.00,0.219797697,1.157143598,1.286124048,0.111464515
Nashville,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1318426.99,1389980.49,0.054271871,1204102.72,1402783.80,0.165003431,0.913287371,1.009211144,0.105031314
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1467641.37,1472608.65,0.003384533,1440826.45,1462653.18,0.015148757,0.981729242,0.993239568,0.011724543
"New York",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",8146540.20,8727364.62,0.071297067,10908114.47,13783166.04,0.263569985,1.338987374,1.579304480,0.179476753
"Northern New England",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2426178.45,2776529.80,0.144404609,2895844.16,3531318.38,0.219443515,1.193582508,1.271846022,0.065570258
Orlando,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2282496.74,2631982.24,0.153115443,2537077.42,3124227.63,0.231427786,1.111536054,1.187024586,0.067913706
Philadelphia,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2288980.76,2697386.39,0.178422483,3085187.60,3703679.84,0.200471518,1.347843396,1.373062404,0.018710637
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",5885079.20,5519976.69,-0.062038674,4797372.85,5156979.65,0.074959110,0.815175580,0.934239389,0.146059097
Pittsburgh,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",700542.93,747058.71,0.066399614,742663.30,832810.85,0.121384145,1.060125323,1.114786347,0.051560907
Portland,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2881004.49,3427824.82,0.189801971,3536966.68,4660351.43,0.317612477,1.227685237,1.359565227,0.107421663
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1807251.11,2066467.34,0.143431219,1988511.97,2441328.71,0.227716376,1.100296444,1.181402030,0.073712485
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",1446958.42,1710530.28,0.182155794,1514259.29,1790640.09,0.182518808,1.046511959,1.046833319,0.000307078
Roanoke,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",922293.52,980091.45,0.062667609,944087.71,1001159.26,0.060451534,1.023630427,1.021495759,-0.002085389
Sacramento,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2149386.72,2217139.90,0.031522099,2693244.25,3189773.31,0.184360947,1.253029166,1.438688334,0.148168273
"San Diego",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2713165.56,2691726.84,-0.007901737,2793364.14,3583733.54,0.282945352,1.029559044,1.331388270,0.293163590
"San Francisco",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",4110443.18,4340185.04,0.055892236,5429233.91,6338292.76,0.167437776,1.320839061,1.460373855,0.105641027
Seattle,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2748648.23,3028157.51,0.101689724,3716498.08,5100911.43,0.372504794,1.352118485,1.684493430,0.245817914
"South Carolina",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2132962.83,2529596.03,0.185954108,2462636.32,2987325.31,0.213059876,1.154561292,1.180949557,0.022855664
Spokane,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",446910.66,497058.52,0.112210033,570664.44,717326.06,0.257001505,1.276909439,1.443142067,0.130183569
"St. Louis",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",890003.92,1050726.59,0.180586474,1030272.84,1325663.08,0.286710693,1.157604834,1.261663208,0.089891102
Syracuse,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",380622.91,430557.46,0.131191656,474909.41,530428.09,0.116903727,1.247716303,1.231956566,-0.012630865
Tampa,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2467429.54,2666732.17,0.080773382,2800045.09,3191190.27,0.139692458,1.134802451,1.196666957,0.054515661
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",4218545.14,4562894.84,0.081627596,3924868.99,4269917.95,0.087913497,0.930384495,0.935791444,0.005811521
California,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",25525382.18,34571049.11,0.354379295,36804136.79,43276323.25,0.175854864,1.441864280,1.251808214,-0.131812729
"Great Lakes",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",17655220.17,24769132.73,0.402935364,23385707.54,28527650.96,0.219875469,1.324577508,1.151742020,-0.130483484
Midsouth,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",17927030.49,23877246.65,0.331913094,22296355.95,26290263.32,0.179128257,1.243728344,1.101059251,-0.114710816
Northeast,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",22641905.80,31345516.00,0.384402721,33565987.13,42375429.39,0.262451458,1.482471813,1.351881698,-0.088089442
Plains,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",9239733.65,12937867.24,0.400242445,11950282.89,13400746.52,0.121374836,1.293357941,1.035777093,-0.199156660
"South Central",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",29355350.57,38137649.63,0.299172004,30042832.16,34534252.74,0.149500572,1.023419294,0.905516021,-0.115205248
Southeast,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",21816810.06,27542032.38,0.262422522,28194241.74,30473022.16,0.080824320,1.292317331,1.106418791,-0.143848988
"Total U.S.",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",173059496.90,233301563.70,0.348100323,223017138.80,261813253.40,0.173960238,1.288673218,1.122209595,-0.129174425
West,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",28898063.75,40121069.41,0.388365316,36777594.53,42935565.00,0.167438098,1.272666392,1.070150064,-0.159127584
Albany,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",548510.05,762134.71,0.389463529,693560.92,928733.79,0.339080336,1.264445237,1.218595319,-0.036260896
Atlanta,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3012640.55,4232636.48,0.404959008,3647797.91,4472942.94,0.226203603,1.210830781,1.056774651,-0.127231759
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",4355601.72,5897431.96,0.353987885,6033393.92,7487000.96,0.240926924,1.385203310,1.269535793,-0.083502195
Boise,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",452208.11,610242.07,0.349471751,669405.37,792276.01,0.183551919,1.480303770,1.298297920,-0.122951690
Boston,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3002979.56,4047789.34,0.347924373,4631191.00,5969880.55,0.289059456,1.542198642,1.474849615,-0.043670786
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",810943.27,1083464.20,0.336054247,1130756.80,1250168.39,0.105603247,1.394372260,1.153862204,-0.172486260
Charlotte,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1443429.39,1927594.42,0.335426889,1833697.89,2174714.27,0.185971954,1.270375886,1.128201165,-0.111915475
Chicago,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3158418.89,5412743.29,0.713750924,5216842.63,6913615.30,0.325248966,1.651726010,1.277284905,-0.226696863
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1359515.26,1824658.90,0.342139330,1699724.73,2099655.05,0.235291229,1.250243215,1.150710990,-0.079610290
Columbus,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1068185.56,1381170.56,0.293006208,1225027.86,1467291.18,0.197761478,1.146830575,1.062353356,-0.073661464
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",6424360.55,7905320.38,0.230522527,6178695.28,6885929.03,0.114463284,0.961760354,0.871049964,-0.094317041
Denver,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3881716.90,5272045.15,0.358173531,4707696.05,5937676.78,0.261270209,1.212787066,1.126256815,-0.071348263
Detroit,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2121227.03,2739453.65,0.291447644,2714576.24,3078151.97,0.133934617,1.279719804,1.123637179,-0.121966250
"Grand Rapids",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",789926.32,1023438.21,0.295612241,1243391.37,1474408.15,0.185795708,1.574059933,1.440642078,-0.084760339
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1383452.30,1997208.97,0.443641367,1926667.40,2332912.70,0.210853882,1.392651846,1.168086432,-0.161250218
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1571804.51,1990968.43,0.266676878,2367319.73,2936941.94,0.240619044,1.506115878,1.475132351,-0.020571809
Houston,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",5982490.12,7489242.71,0.251860439,5466150.00,6603323.74,0.208039249,0.913691438,0.881707804,-0.035004853
Indianapolis,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1047175.23,1408774.70,0.345309419,1243670.39,1537186.11,0.236007645,1.187643056,1.091151133,-0.081246568
Jacksonville,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",968299.36,1130810.37,0.167831372,1352107.05,1326116.85,-0.019221999,1.396372967,1.172713733,-0.160171558
"Las Vegas",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1461750.06,2071389.89,0.417061608,1851811.64,2078184.25,0.122243864,1.266845606,1.003280097,-0.208048642
"Los Angeles",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",11771481.76,16059299.54,0.364254719,16029399.08,19397576.17,0.210124976,1.361714643,1.207871870,-0.112977248
Louisville,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",527971.40,706837.42,0.338779752,688331.67,728842.77,0.058854041,1.303729085,1.031132124,-0.209090189
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3921164.83,4777099.08,0.218285710,5495900.00,5684461.38,0.034309463,1.401598820,1.189940021,-0.151012398
Nashville,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1253380.70,1570952.32,0.253372036,1392309.57,1571635.58,0.128797513,1.110843314,1.000434934,-0.099391497
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1447606.99,1809255.15,0.249824823,1622374.15,1754849.83,0.081655443,1.120728320,0.969929438,-0.134554361
"New York",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",7519286.18,10633451.97,0.414157104,11859672.11,15516152.80,0.308312123,1.577233773,1.459183043,-0.074846692
"Northern New England",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2533209.57,3237464.62,0.278008996,3315398.18,4054106.81,0.222811436,1.308773747,1.252247448,-0.043190275
Orlando,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2100846.29,2703307.78,0.286770857,2790394.62,3000933.31,0.075451224,1.328224075,1.110096798,-0.164224758
Philadelphia,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2195472.55,3311432.52,0.508300580,3439873.30,4203980.35,0.222132324,1.566803147,1.269535261,-0.189728930
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",4985149.30,6886783.16,0.381459761,5144533.20,5525164.34,0.073987498,1.031971741,0.802285220,-0.222570553
Pittsburgh,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",765217.45,854380.19,0.116519481,884952.46,883817.48,-0.001282532,1.156471876,1.034454556,-0.105508247
Portland,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2647687.56,3898650.54,0.472473791,4060539.32,4784649.97,0.178328688,1.533617252,1.227257976,-0.199762539
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1881238.32,2361578.83,0.255332089,2261306.57,2501154.34,0.106066012,1.202030889,1.059102626,-0.118905649
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1465658.46,2041980.52,0.393217162,1698935.58,2011077.48,0.183727920,1.159161992,0.984866144,-0.150363668
Roanoke,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",942280.72,1165862.68,0.237277443,1020513.70,1140065.53,0.117148677,1.083025131,0.977872909,-0.097091212
Sacramento,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2075284.24,2714342.64,0.307937770,3122471.70,3457592.91,0.107325620,1.504599534,1.273823304,-0.153380501
"San Diego",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2065895.50,3190805.37,0.544514410,3055868.48,3756734.40,0.229350813,1.479197994,1.177362441,-0.204053517
"San Francisco",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3827503.59,4816924.89,0.258503036,6233750.06,6897548.99,0.106484688,1.628672557,1.431940324,-0.120792993
Seattle,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2493007.89,3527333.37,0.414890576,4260342.94,5250668.43,0.232452059,1.708916750,1.488565973,-0.128941785
"South Carolina",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2125473.69,2894845.10,0.361976445,2788614.41,3273757.91,0.173972959,1.311996673,1.130892257,-0.138037252
Spokane,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",418444.61,604975.55,0.445772118,652252.29,783295.62,0.200908961,1.558754192,1.294755829,-0.169364974
"St. Louis",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",1026405.72,1260944.40,0.228504845,1231320.82,1360022.19,0.104523019,1.199643373,1.078574273,-0.100920909
Syracuse,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",378252.48,505961.56,0.337629194,518947.48,608169.91,0.171929595,1.371960549,1.202008133,-0.123875585
Tampa,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2322791.21,2711082.98,0.167166024,2993539.32,2983088.73,-0.003491048,1.288768145,1.100331031,-0.146214907
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",3692989.27,5289901.83,0.432417330,4186901.26,4695357.40,0.121439726,1.133743142,0.887607663,-0.217099862
California,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",26096012.32,34733354.31,0.330983212,38436873.55,43739126.13,0.137947031,1.472902184,1.259283101,-0.145032770
"Great Lakes",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",18831719.03,24459059.31,0.298822443,23850748.92,27374121.65,0.147725874,1.266520007,1.119181294,-0.116333506
Midsouth,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",17043332.16,23059400.94,0.352986653,21847474.86,25799184.80,0.180877194,1.281878136,1.118814182,-0.127207064
Northeast,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",22939128.13,34122942.21,0.487543119,33652779.77,43849260.41,0.302990740,1.467047029,1.285037502,-0.124065230
Plains,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",9125311.59,12174102.14,0.334102624,11697250.08,13153122.31,0.124462777,1.281846649,1.080418265,-0.157139221
"South Central",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",28348128.23,39477678.90,0.392602664,29553981.83,32801208.19,0.109874411,1.042537327,0.830879857,-0.203021479
Southeast,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",21160529.97,26003878.29,0.228885965,26205627.57,28279423.50,0.079135519,1.238420191,1.087507916,-0.121858700
"Total U.S.",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",173695995.40,232808265.50,0.340320282,222100376.60,255714945.50,0.151348545,1.278672983,1.098392898,-0.140989985
West,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",30151833.51,38777848.92,0.286085933,36855640.09,40719498.23,0.104837635,1.222334956,1.050071094,-0.140930161
Albany,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",577947.05,792867.82,0.371869309,708196.26,1000327.08,0.412499806,1.225365299,1.261656804,0.029616886
Atlanta,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3118871.40,4085471.55,0.309919848,3486892.58,4113886.20,0.179814435,1.117998190,1.006955048,-0.099323186
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3906395.87,5416086.88,0.386466467,5861373.78,7132036.81,0.216785873,1.500455657,1.316824668,-0.122383482
Boise,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",453701.18,614464.02,0.354336394,642527.77,777035.02,0.209340757,1.416191534,1.264573669,-0.107060282
Boston,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3078014.16,4422865.76,0.436921837,4609753.30,6107243.53,0.324852575,1.497638757,1.380834025,-0.077992594
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",789924.76,1168735.33,0.479552723,1040939.22,1242562.62,0.193693730,1.317770087,1.063168528,-0.193206358
Charlotte,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1272479.59,1780538.92,0.399267174,1760018.69,2173321.47,0.234828631,1.383140998,1.220597565,-0.117517616
Chicago,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3673829.86,5210270.93,0.418212364,5685773.70,6643399.93,0.168424964,1.547642084,1.275058441,-0.176128347
