Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
"Northern New England",Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2234151.00,2520724.86,0.130000000,2838616.96,2901796.69,0.020000000,1.270557344,1.151175496,-0.090000000
Orlando,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2044347.33,2488685.38,0.220000000,2397265.13,2469094.54,0.030000000,1.172631037,0.992128037,-0.150000000
Philadelphia,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2053515.83,2632757.86,0.280000000,2772358.49,3133155.25,0.130000000,1.350054599,1.190065861,-0.120000000
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",6417184.89,5859479.36,-0.090000000,4016680.12,4356463.99,0.090000000,0.625925572,0.743489945,0.190000000
Pittsburgh,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",624526.88,641376.29,0.030000000,736668.98,700604.70,-0.050000000,1.179563288,1.092345805,-0.070000000
Portland,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2755709.21,3259892.55,0.180000000,3072766.87,3557134.37,0.160000000,1.115054832,1.091181478,-0.020000000
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",1695265.16,1874704.63,0.110000000,1966135.08,1866070.72,-0.050000000,1.159780267,0.995394522,-0.140000000
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",1379810.07,1483265.67,0.080000000,1468147.79,1365552.06,-0.070000000,1.064021652,0.920638890,-0.140000000
Roanoke,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",867389.91,925289.30,0.070000000,875076.26,854869.22,-0.020000000,1.008861470,0.923893986,-0.080000000
Sacramento,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2244907.81,2152639.24,-0.040000000,2620134.10,2623094.05,0.000000000,1.167145523,1.218547911,0.040000000
"San Diego",Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2187700.25,2540815.30,0.160000000,2427241.48,2655707.73,0.090000000,1.109494539,1.045218726,-0.060000000
"San Francisco",Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",4059221.86,4047982.29,0.000000000,4925108.59,5255018.76,0.070000000,1.213313477,1.298182251,0.070000000
Seattle,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2515045.99,2769508.71,0.100000000,3431180.69,3625660.75,0.060000000,1.364261609,1.309134987,-0.040000000
"South Carolina",Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2001382.05,2187410.78,0.090000000,2284932.74,2232627.01,-0.020000000,1.141677442,1.020671120,-0.110000000
Spokane,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",393486.33,461470.62,0.170000000,480339.07,548422.58,0.140000000,1.220726194,1.188423610,-0.030000000
"St. Louis",Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",810346.01,911963.19,0.130000000,941591.61,1002375.61,0.070000000,1.161962419,1.099140427,-0.050000000
Syracuse,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",374127.08,417572.41,0.120000000,422703.60,484603.58,0.150000000,1.129839626,1.160525859,0.030000000
Tampa,Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",2265870.83,2720981.86,0.200000000,2691888.87,2689628.84,0.000000000,1.188015148,0.988477314,-0.170000000
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",3,"2019-03-24 00:00:00",3761304.99,4074315.02,0.080000000,3435256.30,3358389.54,-0.020000000,0.913315009,0.824283229,-0.100000000
California,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",28890330.59,30147510.03,0.040000000,31054522.32,33414983.51,0.080000000,1.074910591,1.108382864,0.030000000
"Great Lakes",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",17563093.26,18020687.96,0.030000000,20756891.81,19542089.87,-0.060000000,1.181847155,1.084425296,-0.080000000
Midsouth,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",16214240.88,17474546.85,0.080000000,19234899.95,19615521.26,0.020000000,1.186296669,1.122519595,-0.050000000
Northeast,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",24742070.63,23778638.26,-0.040000000,30801452.43,30715485.15,0.000000000,1.244901968,1.291725994,0.040000000
Plains,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",9528025.44,9120250.86,-0.040000000,10495649.95,9921997.20,-0.060000000,1.101555618,1.087908365,-0.010000000
"South Central",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",33258176.81,32059198.65,-0.040000000,26459475.08,28024233.59,0.060000000,0.795578039,0.874140177,0.100000000
Southeast,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",20651362.74,22905385.11,0.110000000,23611955.03,25340565.93,0.070000000,1.143360626,1.106314773,-0.030000000
"Total U.S.",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",182799249.70,185997657.50,0.020000000,194888990.20,200210590.50,0.030000000,1.066136708,1.076414581,0.010000000
West,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",31951948.97,32491439.43,0.020000000,32474143.80,33635714.04,0.040000000,1.016343129,1.035217726,0.020000000
Albany,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",561508.32,510272.09,-0.090000000,618994.11,667566.36,0.080000000,1.102377450,1.308255680,0.190000000
Atlanta,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2940961.10,3053816.83,0.040000000,2874553.53,3155121.28,0.100000000,0.977419773,1.033173060,0.060000000
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",3901925.01,4114160.62,0.050000000,5243283.72,5380685.90,0.030000000,1.343768449,1.307845366,-0.030000000
Boise,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",456868.51,454197.18,-0.010000000,529473.29,597092.79,0.130000000,1.158918329,1.314611399,0.130000000
Boston,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",3148678.81,3283395.14,0.040000000,3872502.06,4248609.55,0.100000000,1.229881577,1.293968398,0.050000000
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",838424.62,836575.62,0.000000000,954040.00,1049473.81,0.100000000,1.137895974,1.254487682,0.100000000
Charlotte,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1137051.80,1359343.68,0.200000000,1512819.99,1551450.65,0.030000000,1.330475876,1.141323326,-0.140000000
Chicago,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",3584925.51,2997595.65,-0.160000000,5399954.86,4049430.46,-0.250000000,1.506294857,1.350892826,-0.100000000
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1335613.19,1202353.99,-0.100000000,1327577.44,1118899.11,-0.160000000,0.993983475,0.930590425,-0.060000000
Columbus,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1036448.96,1071417.59,0.030000000,972280.94,987084.65,0.020000000,0.938088587,0.921288449,-0.020000000
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",6236919.40,7075731.14,0.130000000,5162415.07,5668987.51,0.100000000,0.827718740,0.801187524,-0.030000000
Denver,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",4075126.75,4302327.06,0.060000000,4427429.60,4429137.76,0.000000000,1.086451998,1.029474909,-0.050000000
Detroit,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2108136.07,2406270.77,0.140000000,2194824.41,2389883.60,0.090000000,1.041120847,0.993189806,-0.050000000
"Grand Rapids",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",787833.42,891947.43,0.130000000,1153624.46,1172653.00,0.020000000,1.464299979,1.314710891,-0.100000000
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1439689.81,1495796.25,0.040000000,1627312.61,1761462.23,0.080000000,1.130321684,1.177608401,0.040000000
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1658256.97,1621687.49,-0.020000000,2223594.36,2153857.63,-0.030000000,1.340922668,1.328158257,-0.010000000
Houston,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",8059115.96,6584761.37,-0.180000000,5031481.69,5306601.85,0.060000000,0.624321789,0.805891292,0.290000000
Indianapolis,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",925875.05,1085017.36,0.170000000,963375.04,1030878.44,0.070000000,1.040502215,0.950103176,-0.090000000
Jacksonville,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",932269.72,1018310.87,0.090000000,1041485.46,1185294.66,0.140000000,1.117150367,1.163981152,0.040000000
"Las Vegas",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1655356.41,1826625.53,0.100000000,1726444.19,1693817.97,-0.020000000,1.042944093,0.927293494,-0.110000000
"Los Angeles",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",12401507.34,14455928.25,0.170000000,13153758.53,14980473.64,0.140000000,1.060658045,1.036285832,-0.020000000
Louisville,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",528169.87,590427.25,0.120000000,528866.15,613915.57,0.160000000,1.001318288,1.039781904,0.040000000
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",3171705.37,4208901.84,0.330000000,4095117.61,4881482.52,0.190000000,1.291140611,1.159799564,-0.100000000
Nashville,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1201697.09,1296037.54,0.080000000,1144210.14,1181380.73,0.030000000,0.952161863,0.911532802,-0.040000000
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1438676.09,1463425.75,0.020000000,1469616.51,1438186.00,-0.020000000,1.021506175,0.982752969,-0.040000000
"New York",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",8908603.52,8144112.50,-0.090000000,11758488.44,10943329.61,-0.070000000,1.319902543,1.343710516,0.020000000
"Northern New England",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2579350.89,2423931.67,-0.060000000,2891796.44,2932197.24,0.010000000,1.121133403,1.209686427,0.080000000
Orlando,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2034099.50,2271983.46,0.120000000,2411393.63,2536757.75,0.050000000,1.185484599,1.116538828,-0.060000000
Philadelphia,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2459882.07,2325454.15,-0.060000000,3110824.70,3084641.77,-0.010000000,1.264623511,1.326468539,0.050000000
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",5473374.13,5844422.31,0.070000000,4157985.67,4769725.18,0.150000000,0.759675032,0.816115764,0.070000000
Pittsburgh,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",608127.63,697924.28,0.150000000,774799.66,741405.43,-0.040000000,1.274074095,1.062300670,-0.170000000
Portland,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",3278183.31,2881308.28,-0.120000000,3343834.12,3532823.64,0.060000000,1.020026583,1.226117894,0.200000000
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1603277.09,1773470.00,0.110000000,2031753.24,1974053.98,-0.030000000,1.267250217,1.113102550,-0.120000000
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",1344414.75,1421777.00,0.060000000,1470316.25,1488358.37,0.010000000,1.093647812,1.046829686,-0.040000000
Roanoke,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",880540.61,899390.71,0.020000000,891434.90,925608.09,0.040000000,1.012372274,1.029150157,0.020000000
Sacramento,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2459738.44,2163361.69,-0.120000000,2770565.28,2693231.23,-0.030000000,1.126365810,1.244928780,0.110000000
"San Diego",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2119205.83,2712958.41,0.280000000,2480291.73,2793081.93,0.130000000,1.170387366,1.029533634,-0.120000000
"San Francisco",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",4851209.36,4120701.95,-0.150000000,5220317.59,5429233.92,0.040000000,1.076085817,1.317550744,0.220000000
Seattle,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2935394.99,2744706.10,-0.070000000,3727828.79,3711578.17,0.000000000,1.269958150,1.352267979,0.070000000
"South Carolina",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2069881.47,2123093.66,0.030000000,2330094.60,2444889.84,0.050000000,1.125714025,1.151569470,0.020000000
Spokane,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",454209.59,447874.18,-0.010000000,532308.29,570641.56,0.070000000,1.171944190,1.274111314,0.090000000
"St. Louis",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",774816.83,885119.62,0.140000000,982826.97,1025893.74,0.040000000,1.268463632,1.159045305,-0.090000000
Syracuse,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",408899.19,380952.46,-0.070000000,452457.57,489502.27,0.080000000,1.106525963,1.284943192,0.160000000
Tampa,Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",2224750.07,2462848.43,0.110000000,2783419.87,2799868.47,0.010000000,1.251115758,1.136841568,-0.090000000
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",4,"2019-04-21 00:00:00",4191363.79,4190355.00,0.000000000,3591772.12,3901560.92,0.090000000,0.856945925,0.931081238,0.090000000
California,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",30648128.99,25445585.77,-0.170000000,32024789.55,36783362.93,0.150000000,1.044918258,1.445569509,0.380000000
"Great Lakes",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",20312509.87,16311603.79,-0.200000000,21407426.23,21560130.69,0.010000000,1.053903548,1.321766453,0.250000000
Midsouth,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",19839440.77,17668282.78,-0.110000000,21075473.04,22090130.87,0.050000000,1.062301770,1.250270394,0.180000000
Northeast,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",30041172.29,22750726.57,-0.240000000,34377649.44,33845855.73,-0.020000000,1.144351129,1.487682410,0.300000000
Plains,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",11040813.17,9237863.72,-0.160000000,11534036.38,11939615.97,0.040000000,1.044672725,1.292465047,0.240000000
"South Central",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",35143853.06,29124359.98,-0.170000000,26554762.35,29746736.59,0.120000000,0.755601906,1.021369624,0.350000000
Southeast,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",25005279.03,21663641.70,-0.130000000,25849129.96,27994577.28,0.080000000,1.033746911,1.292237827,0.250000000
"Total U.S.",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",207038114.00,170973693.00,-0.170000000,207437440.10,220624409.60,0.060000000,1.001928757,1.290399743,0.290000000
West,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",35006916.72,28771628.25,-0.180000000,34614172.92,36663999.50,0.060000000,0.988780966,1.274310900,0.290000000
Albany,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",663024.40,546514.00,-0.180000000,687736.85,756320.15,0.100000000,1.037272309,1.383898949,0.330000000
Atlanta,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",3536468.96,2962436.04,-0.160000000,3269632.75,3549087.07,0.090000000,0.924547278,1.198029940,0.300000000
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4961701.43,4312217.43,-0.130000000,5865048.67,6029141.17,0.030000000,1.182064006,1.398153332,0.180000000
Boise,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",517106.88,430883.83,-0.170000000,571857.72,644222.72,0.130000000,1.105879156,1.495119276,0.350000000
Boston,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4254451.02,3001414.64,-0.300000000,4629432.57,4675698.20,0.010000000,1.088138645,1.557831476,0.430000000
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",923519.16,809517.50,-0.120000000,1043560.55,1130785.92,0.080000000,1.129982566,1.396864083,0.240000000
Charlotte,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1446372.19,1441205.53,0.000000000,1649473.60,1833061.84,0.110000000,1.140421263,1.271894814,0.120000000
Chicago,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4186551.10,2859578.56,-0.320000000,5150192.78,4583613.93,-0.110000000,1.230175545,1.602898411,0.300000000
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1498343.63,1193954.98,-0.200000000,1342223.11,1524880.24,0.140000000,0.895804596,1.277167285,0.430000000
Columbus,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1138346.91,957327.55,-0.160000000,1008282.23,1104914.64,0.100000000,0.885742493,1.154165719,0.300000000
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",6658286.90,6353381.85,-0.050000000,5137434.17,6084296.70,0.180000000,0.771584981,0.957646942,0.240000000
Denver,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4515909.55,3880565.46,-0.140000000,4585511.94,4705949.79,0.030000000,1.015412707,1.212696922,0.190000000
Detroit,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2352787.87,1906532.15,-0.190000000,2312195.92,2471658.45,0.070000000,0.982747297,1.296415825,0.320000000
"Grand Rapids",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",917059.55,793882.68,-0.130000000,1183936.76,1241524.00,0.050000000,1.291014046,1.563863315,0.210000000
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1646417.79,1438787.16,-0.130000000,1801318.25,1938232.61,0.080000000,1.094083325,1.347129488,0.230000000
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2109274.07,1571955.64,-0.260000000,2425316.01,2389562.01,-0.020000000,1.149834459,1.520120511,0.320000000
Houston,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",8272763.18,6000108.10,-0.280000000,5031789.98,5464982.74,0.090000000,0.608235709,0.910814047,0.500000000
Indianapolis,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1007590.13,948820.67,-0.060000000,1012855.90,1130920.59,0.120000000,1.005226103,1.191922379,0.190000000
Jacksonville,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1116353.68,965534.99,-0.140000000,1187145.22,1352113.18,0.140000000,1.063413183,1.400377194,0.320000000
"Las Vegas",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1690876.78,1461544.22,-0.140000000,1836784.20,1851513.27,0.010000000,1.086290983,1.266819878,0.170000000
"Los Angeles",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",14615256.05,11771750.87,-0.200000000,14182254.56,16014763.14,0.130000000,0.970373322,1.360440203,0.400000000
Louisville,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",594864.37,506097.53,-0.150000000,579502.28,664822.29,0.150000000,0.974175475,1.313624846,0.350000000
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4151020.30,3908613.68,-0.060000000,4614676.17,5494899.40,0.190000000,1.111696845,1.405843568,0.270000000
Nashville,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1400241.77,1230088.31,-0.120000000,1270311.58,1357506.02,0.070000000,0.907208746,1.103584197,0.220000000
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1592490.73,1429082.36,-0.100000000,1579058.34,1610819.40,0.020000000,0.991565169,1.127170445,0.140000000
"New York",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",10907456.59,7508005.82,-0.310000000,13207390.32,11859501.28,-0.100000000,1.210858848,1.579580725,0.310000000
"Northern New England",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2979621.93,2530084.45,-0.150000000,3011737.28,3362619.10,0.120000000,1.010778331,1.329054095,0.320000000
Orlando,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2436967.25,2089386.46,-0.140000000,2622938.57,2790062.16,0.060000000,1.076312605,1.335349976,0.240000000
Philadelphia,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2821605.32,2247277.25,-0.200000000,3413135.08,3438607.57,0.010000000,1.209642984,1.530121648,0.270000000
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",5827283.36,4984338.07,-0.150000000,4233176.95,5143610.74,0.220000000,0.726440897,1.031954628,0.420000000
Pittsburgh,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",833859.92,764381.50,-0.080000000,888145.51,885055.57,0.000000000,1.065101570,1.157871521,0.090000000
Portland,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",3737177.77,2647526.92,-0.290000000,3822425.44,4057316.33,0.060000000,1.022810708,1.532492946,0.500000000
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1937429.11,1852474.60,-0.040000000,2140659.49,2260958.14,0.060000000,1.104896937,1.220506959,0.110000000
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1787617.35,1455809.98,-0.190000000,1707434.75,1681152.16,-0.020000000,0.955145546,1.154788182,0.210000000
Roanoke,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1040595.67,930920.77,-0.110000000,971131.55,1006049.06,0.040000000,0.933245811,1.080703205,0.160000000
Sacramento,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2400190.09,2067676.13,-0.140000000,2797865.92,3121326.80,0.120000000,1.165685140,1.509582064,0.300000000
"San Diego",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2536468.36,2067358.98,-0.190000000,2485182.38,3054113.16,0.230000000,0.979780556,1.477301809,0.510000000
"San Francisco",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4274673.13,3798648.08,-0.110000000,5146341.69,6233495.61,0.210000000,1.203914670,1.640977390,0.360000000
Seattle,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",3406935.75,2491397.60,-0.270000000,4206904.23,4257396.61,0.010000000,1.234805860,1.708838690,0.380000000
"South Carolina",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2419271.08,2116473.07,-0.130000000,2485002.45,2776626.99,0.120000000,1.027169907,1.311912270,0.280000000
Spokane,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",541435.62,418879.60,-0.230000000,611295.88,652362.57,0.070000000,1.129027824,1.557398761,0.380000000
"St. Louis",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",1041642.52,1023362.25,-0.020000000,1186695.20,1229306.00,0.040000000,1.139253801,1.201242278,0.050000000
Syracuse,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",465507.45,378748.15,-0.190000000,501154.30,538491.89,0.080000000,1.076576325,1.421767710,0.320000000
Tampa,Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",2713480.73,2316747.21,-0.150000000,2968797.50,2992958.31,0.010000000,1.094091978,1.291879536,0.180000000
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",5,"2019-05-19 00:00:00",4480975.03,3691387.00,-0.180000000,3642996.63,4185894.18,0.150000000,0.812991951,1.133962432,0.400000000
California,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",28628288.47,26106329.74,-0.090000000,32516916.57,38394838.98,0.180000000,1.135831665,1.470709953,0.300000000
"Great Lakes",Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",18796307.66,17865304.89,-0.050000000,22184136.89,22498555.97,0.010000000,1.180239082,1.259343521,0.070000000
Midsouth,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",17334974.30,16546323.27,-0.050000000,20763348.77,21352278.14,0.030000000,1.197772111,1.290454549,0.080000000
Northeast,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",28527172.32,22952505.50,-0.200000000,33696872.18,34170688.82,0.010000000,1.181220200,1.488756372,0.260000000
Plains,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",10366435.06,9108489.10,-0.120000000,11089744.17,11665126.64,0.050000000,1.069774142,1.280687336,0.200000000
"South Central",Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",32485095.52,28368584.83,-0.130000000,26690262.62,29471098.21,0.100000000,0.821615642,1.038863884,0.260000000
Southeast,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",22313201.77,20908150.43,-0.060000000,24755276.67,25922148.55,0.050000000,1.109445293,1.239810697,0.120000000
"Total U.S.",Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",191345170.50,171865965.40,-0.100000000,205269049.40,220185479.80,0.070000000,1.072768384,1.281146498,0.190000000
West,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",32893695.40,30010277.14,-0.090000000,33572491.44,36710744.50,0.090000000,1.020636053,1.223272425,0.200000000
Albany,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",649125.39,570186.84,-0.120000000,703516.41,830024.36,0.180000000,1.083791238,1.455705923,0.340000000
Atlanta,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",3083727.81,3035466.23,-0.020000000,3073512.18,3371848.34,0.100000000,0.996687247,1.110817280,0.120000000
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",4326340.69,3898797.96,-0.100000000,5813099.18,5838730.36,0.000000000,1.343652661,1.497571923,0.120000000
Boise,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",458425.05,441433.29,-0.040000000,544923.04,625098.47,0.150000000,1.188685130,1.416065540,0.190000000
Boston,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",4034092.48,3072134.45,-0.240000000,4695244.34,4700056.02,0.000000000,1.163891101,1.529899194,0.310000000
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",945762.75,780175.49,-0.180000000,1094958.82,1025550.99,-0.060000000,1.157752111,1.314513213,0.140000000
Charlotte,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",1244297.38,1237435.08,-0.010000000,1585734.05,1728535.56,0.090000000,1.274401181,1.396869693,0.100000000
Chicago,Avocados,Hass,"Last 04 Wks",6,"2019-06-16 00:00:00",3973169.38,3335378.79,-0.160000000,4807141.41,5009065.12,0.040000000,1.209900951,1.501797977,0.240000000
